gender,age,S1,S2,S3,S4,S5,S6,EX,NR,OP,AG,CN
1,27,0.1052217036485672,0.3236817717552185,0.46341776847839355,0.2732924222946167,0.23070228099822998,0.16393545269966125,4.0,3.8,4.1,4.2,3.9
2,53,0.06695498526096344,0.1808110922574997,0.2310076206922531,0.2149197906255722,0.31629815697669983,0.30988332629203796,3.8,3.3,3.8,4.4,4.1
1,39,0.23566719889640808,0.019092796370387077,0.2848097085952759,0.31206536293029785,0.03650293126702309,0.33105796575546265,1.9,4.0,4.9,4.3,3.2
1,19,0.02628960832953453,0.17311424016952515,0.25248783826828003,0.11639401316642761,0.06325886398553848,0.11142262071371078,2.9,2.2,4.9,3.2,2.4
1,40,0.12801477313041687,0.15389254689216614,0.10366179049015045,0.1132824718952179,0.3111788034439087,0.23100808262825012,4.1,4.6,4.6,3.7,3.7
2,27,0.026638124138116837,0.1604195237159729,0.24137115478515625,0.2699410319328308,0.29241031408309937,0.15085355937480927,4.1,3.9,5.0,3.7,2.3
2,18,0.017865438014268875,-0.0035999282263219357,0.19530858099460602,0.1984843611717224,0.232243150472641,0.13445696234703064,2.1,2.6,4.1,4.0,4.7
2,39,0.07600137591362,0.24847827851772308,0.1201230138540268,0.2143809199333191,0.08199680596590042,0.19356755912303925,4.6,1.4,4.0,3.3,2.5
1,22,0.09239129722118378,0.17425024509429932,0.16937139630317688,0.24489378929138184,0.21606996655464172,0.1906627118587494,2.8,3.2,3.0,3.0,3.3
2,41,0.11115576326847076,0.05998925864696503,0.07871506363153458,-0.011575487442314625,0.2454681694507599,0.11610646545886993,2.3,1.7,4.4,3.7,2.3
2,41,0.11115576326847076,0.05998925864696503,0.07871506363153458,-0.011575487442314625,0.2454681694507599,0.11610646545886993,2.3,1.7,4.4,3.7,2.3
2,19,0.15784737467765808,0.12374057620763779,0.15122978389263153,0.17048314213752747,0.07957372069358826,0.3135327994823456,4.4,3.3,4.2,4.1,3.6
1,19,0.19844748079776764,0.26467788219451904,-0.0023647225461900234,0.18477822840213776,0.11926060914993286,0.12153502553701401,3.0,3.2,2.9,3.8,3.5
2,19,0.19532127678394318,0.1937558352947235,0.3322863280773163,0.10576143860816956,0.23070228099822998,0.1667405217885971,1.2,2.2,3.8,2.6,2.6
1,21,0.18493187427520752,0.16309845447540283,-0.04983457177877426,0.08530834317207336,0.23206880688667297,0.2358604073524475,2.9,2.5,3.3,3.6,3.5
2,44,0.12085537612438202,0.34643083810806274,0.16548725962638855,0.00807933323085308,0.1395449936389923,0.185814768075943,2.0,3.8,3.4,2.8,3.6
2,39,0.06877535581588745,0.07680760324001312,0.0987984836101532,0.1416919231414795,0.2876685857772827,0.21107707917690277,3.2,3.8,4.1,4.9,3.1
2,20,0.112736776471138,0.15950295329093933,0.3362041115760803,0.23373042047023773,0.03278914839029312,0.21688410639762878,2.8,3.7,3.0,3.4,2.0
2,50,0.18739783763885498,0.1378355175256729,0.20652969181537628,0.19057583808898926,0.30198705196380615,0.13469302654266357,3.0,4.8,4.5,4.3,3.9
1,30,0.1852242648601532,0.10682493448257446,0.11780889332294464,0.23088565468788147,0.07038913667201996,0.13469302654266357,2.7,3.7,3.3,3.6,2.7
2,22,0.18842224776744843,0.33668866753578186,0.26865068078041077,0.2894539535045624,0.5052801966667175,0.039651453495025635,4.2,2.4,4.1,4.7,3.3
1,57,0.2749135494232178,0.14563482999801636,0.15270636975765228,0.11551985144615173,0.18446877598762512,0.08690088242292404,2.6,3.3,4.0,4.0,2.4
2,20,0.13847017288208008,0.11155784130096436,0.46341776847839355,0.27980154752731323,0.20611292123794556,0.10524186491966248,4.6,3.0,5.0,3.5,2.1
1,22,0.07310128211975098,0.22001583874225616,0.5387586355209351,0.5550464391708374,0.30880075693130493,0.17616674304008484,1.5,1.9,4.4,2.8,3.2
1,54,0.28059297800064087,0.3114767074584961,0.28024935722351074,0.19041168689727783,0.4159858524799347,0.16676190495491028,2.4,2.3,4.5,4.3,3.0
2,38,0.05644821748137474,0.23766076564788818,0.18419350683689117,0.1759016066789627,0.182428777217865,0.12984806299209595,3.6,1.8,5.0,5.0,4.8
2,42,0.19307105243206024,0.3696751594543457,0.1081882044672966,0.2147541493177414,0.09789857268333435,0.1899549663066864,4.6,3.0,4.3,4.5,3.9
2,20,0.5900190472602844,0.23937320709228516,0.15542271733283997,0.037103015929460526,0.09512516856193542,0.19980061054229736,3.9,3.2,4.0,4.3,3.8
2,24,0.1421510875225067,0.1734103262424469,0.17304077744483948,-0.005788516253232956,0.22157587110996246,0.04550899565219879,4.2,2.7,4.3,3.5,4.0
1,53,0.3886297941207886,0.20343716442584991,0.6176489591598511,0.07439514994621277,0.15253770351409912,-0.008371951058506966,4.6,4.8,4.3,5.0,4.2
2,48,0.0035962965339422226,0.19200080633163452,0.2247660607099533,0.20552188158035278,0.27412712574005127,0.05512964725494385,3.2,3.0,4.0,3.8,3.1
2,39,0.024614227935671806,0.28091639280319214,0.13886627554893494,0.23838989436626434,0.21873264014720917,0.10568208992481232,2.4,1.0,4.4,3.5,3.6
1,52,0.2581913471221924,0.16655835509300232,0.2609400153160095,0.20410174131393433,0.18091987073421478,0.2731436789035797,3.5,3.4,3.6,4.0,3.0
1,24,0.12464068830013275,0.07422931492328644,0.23304319381713867,0.2416268140077591,0.20396485924720764,0.08499987423419952,1.6,2.4,4.5,1.9,4.1
2,19,0.24431034922599792,0.30089807510375977,0.196523055434227,0.18629015982151031,0.2335045039653778,0.5273777842521667,2.4,4.4,3.6,4.9,3.1
2,23,0.06821757555007935,0.28711560368537903,0.22009062767028809,0.32694751024246216,0.22454167902469635,0.1575668454170227,3.8,2.5,3.7,3.8,3.4
1,22,0.3043121099472046,0.3594358563423157,0.27568602561950684,-0.00527662830427289,0.13771073520183563,0.239073246717453,3.8,2.6,4.2,3.7,2.7
2,18,0.257037878036499,0.20865999162197113,0.18756020069122314,0.1488528549671173,0.26387807726860046,0.2212877869606018,4.4,4.2,3.6,4.5,3.4
2,29,0.15221421420574188,0.35464704036712646,0.20908042788505554,0.16751296818256378,0.11104273051023483,0.02833508886396885,3.9,3.4,4.5,4.5,2.1
1,19,0.21066062152385712,0.044486623257398605,0.1350826770067215,0.2528650760650635,0.21492445468902588,0.08525407314300537,3.5,3.8,4.5,4.5,4.0
2,39,0.05644821748137474,0.38368237018585205,0.19056212902069092,0.321257084608078,0.21606996655464172,0.10102677345275879,4.4,4.6,3.8,4.2,3.2
1,33,0.6763738393783569,0.7394994497299194,0.4867817759513855,0.31241440773010254,0.3027046322822571,0.38729164004325867,3.6,4.2,4.7,4.3,4.4
2,48,0.06495175510644913,0.4286442697048187,0.1742912232875824,0.16644321382045746,0.1894994080066681,0.16837747395038605,2.8,3.6,3.3,4.3,3.7
1,21,0.029241381213068962,0.37365224957466125,0.22323472797870636,0.038397617638111115,0.19477298855781555,0.10659683495759964,3.3,2.8,2.9,3.6,2.9
